ID	Name	ClassName	CategoryName	LevelName	IsViewSpecific	OwnerViewName	IsWorkshared	WorksetName	DesignOptionSet	DesignOptionName	PhaseName	
547944	3/4"	FamilyInstance	Detail Items		True	_Detail INSTRUCTIONS	True	View "Drafting View: _Detail INSTRUCTIONS"				
547945	3/4"	FamilyInstance	Detail Items		True	_Detail INSTRUCTIONS	True	View "Drafting View: _Detail INSTRUCTIONS"				
547946	Acoustical Paneling Grooves	DetailLine	Detail Items		True	_Detail INSTRUCTIONS	True	View "Drafting View: _Detail INSTRUCTIONS"				
547947	Acoustical Paneling Grooves	DetailLine	Detail Items		True	_Detail INSTRUCTIONS	True	View "Drafting View: _Detail INSTRUCTIONS"				
547965	5/8"	FamilyInstance	Detail Items		True	_Detail INSTRUCTIONS	True	View "Drafting View: _Detail INSTRUCTIONS"				
547973	Break Line Single	FamilyInstance	Detail Items		True	_Detail INSTRUCTIONS	True	View "Drafting View: _Detail INSTRUCTIONS"				
547974	2"	FamilyInstance	Detail Items		True	_Detail INSTRUCTIONS	True	View "Drafting View: _Detail INSTRUCTIONS"				
547975	2"	FamilyInstance	Detail Items		True	_Detail INSTRUCTIONS	True	View "Drafting View: _Detail INSTRUCTIONS"				
547978	Detail Filled Region	FilledRegion	Detail Items		True	_Detail INSTRUCTIONS	True	View "Drafting View: _Detail INSTRUCTIONS"				
547985	Linear - 3/32" Arial	Dimension	Dimensions		True	_Detail INSTRUCTIONS	True	View "Drafting View: _Detail INSTRUCTIONS"				
547986	Linear - 3/32" Arial	Dimension	Dimensions		True	_Detail INSTRUCTIONS	True	View "Drafting View: _Detail INSTRUCTIONS"				
547987	Detail Lines	DetailLine	Lines		True	_Detail INSTRUCTIONS	True	View "Drafting View: _Detail INSTRUCTIONS"				
