ID	Name	ClassName	CategoryName	LevelName	IsViewSpecific	OwnerViewName	IsWorkshared	WorksetName	DesignOptionSet	DesignOptionName	PhaseName	
534263	Detail Lines	DetailLine	Lines		True	Int - Base at Acoustical Wood Panels	False					
534264	Detail Lines	DetailLine	Lines		True	Int - Acoustical Wood Panel-to-panel Joint	False					
534265	Detail Lines	DetailLine	Lines		True	Int - Acoustical Wood Panel-to-panel Joint	False					
534266	Detail Lines	DetailLine	Lines		True	Int - Acoustical Vertical Wood Panel-to-panel Joint	False					
534267	Detail Lines	DetailLine	Lines		True	Int - Acoustical Vertical Wood Panel-to-panel Joint	False					
534268	Detail Lines	DetailLine	Lines		True	Int - Typical Acoustic Wood Panel Head	False					
534270	Int - Head at Paneled Recess	ViewDrafting	Views		False		False					
534276	5/8"	FamilyInstance	Detail Items		True	Int - Head at Paneled Recess	False					
534277	3/4"	FamilyInstance	Detail Items		True	Int - Head at Paneled Recess	False					
534278	3/4"	FamilyInstance	Detail Items		True	Int - Head at Paneled Recess	False					
534281	Detail Filled Region	FilledRegion	Detail Items		True	Int - Head at Paneled Recess	False					
534293	Detail Filled Region	FilledRegion	Detail Items		True	Int - Head at Paneled Recess	False					
534303	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534304	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534305	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534306	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534307	Blocking - Adjustable	FamilyInstance	Detail Items		True	Int - Head at Paneled Recess	False					
534308	Blocking - Adjustable	FamilyInstance	Detail Items		True	Int - Head at Paneled Recess	False					
534309	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534310	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534311	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534312	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534313	Break Line Single	FamilyInstance	Detail Items		True	Int - Head at Paneled Recess	False					
534314	Linear	Dimension	Dimensions		True	Int - Head at Paneled Recess	False					
534315	Linear	Dimension	Dimensions		True	Int - Head at Paneled Recess	False					
534316	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534317	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534318	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534319	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534320	ZGF Small - 1/10"	TextNote	Text Notes		True	Int - Head at Paneled Recess	False					
534321	ZGF Small - 1/10"	TextNote	Text Notes		True	Int - Head at Paneled Recess	False					
534322	ZGF Small - 1/10"	TextNote	Text Notes		True	Int - Head at Paneled Recess	False					
534323	ZGF Small - 1/10"	TextNote	Text Notes		True	Int - Head at Paneled Recess	False					
534324	ZGF Small - 1/10"	TextNote	Text Notes		True	Int - Head at Paneled Recess	False					
534325	ZGF Small - 1/10"	TextNote	Text Notes		True	Int - Head at Paneled Recess	False					
534326	Break Line Double	FamilyInstance	Detail Items		True	Int - Head at Paneled Recess	False					
534327	5/8"	FamilyInstance	Detail Items		True	Int - Head at Paneled Recess	False					
534328	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534329	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534330	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534331	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534332	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534333	5/8"	FamilyInstance	Detail Items		True	Int - Head at Paneled Recess	False					
534334	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534335	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534336	Break Line Single	FamilyInstance	Detail Items		True	Int - Head at Paneled Recess	False					
534339	Detail Filled Region	FilledRegion	Detail Items		True	Int - Head at Paneled Recess	False					
534352	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534353	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534354	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534365	ZGF Small - 1/10"	TextNote	Text Notes		True	Int - Head at Paneled Recess	False					
534366	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534367	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534368	Detail Lines	DetailLine	Lines		True	Int - Head at Paneled Recess	False					
534369	Linear	Dimension	Dimensions		True	Int - Head at Paneled Recess	False					
534370	Int - Outside Corner Detail - Paneling	ViewDrafting	Views		False		False					
534376	4"	FamilyInstance	Detail Items		True	Int - Outside Corner Detail - Paneling	False					
534377	4"	FamilyInstance	Detail Items		True	Int - Outside Corner Detail - Paneling	False					
534378	4"	FamilyInstance	Detail Items		True	Int - Outside Corner Detail - Paneling	False					
534379	5/8"	FamilyInstance	Detail Items		True	Int - Outside Corner Detail - Paneling	False					
534380	5/8"	FamilyInstance	Detail Items		True	Int - Outside Corner Detail - Paneling	False					
534381	3/4"	FamilyInstance	Detail Items		True	Int - Outside Corner Detail - Paneling	False					
534382	3/4"	FamilyInstance	Detail Items		True	Int - Outside Corner Detail - Paneling	False					
534385	Detail Filled Region	FilledRegion	Detail Items		True	Int - Outside Corner Detail - Paneling	False					
534397	Detail Filled Region	FilledRegion	Detail Items		True	Int - Outside Corner Detail - Paneling	False					
534407	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534408	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534409	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534410	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534411	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534412	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534413	Blocking - Adjustable	FamilyInstance	Detail Items		True	Int - Outside Corner Detail - Paneling	False					
534414	Blocking - Adjustable	FamilyInstance	Detail Items		True	Int - Outside Corner Detail - Paneling	False					
534415	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534416	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534417	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534418	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534419	Break Line Single	FamilyInstance	Detail Items		True	Int - Outside Corner Detail - Paneling	False					
534420	Break Line Single	FamilyInstance	Detail Items		True	Int - Outside Corner Detail - Paneling	False					
534421	Linear	Dimension	Dimensions		True	Int - Outside Corner Detail - Paneling	False					
534422	Linear	Dimension	Dimensions		True	Int - Outside Corner Detail - Paneling	False					
534423	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534424	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534425	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534426	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534427	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534428	Detail Lines	DetailLine	Lines		True	Int - Outside Corner Detail - Paneling	False					
534429	ZGF Small - 1/10"	TextNote	Text Notes		True	Int - Outside Corner Detail - Paneling	False					
534430	ZGF Small - 1/10"	TextNote	Text Notes		True	Int - Outside Corner Detail - Paneling	False					
534431	ZGF Small - 1/10"	TextNote	Text Notes		True	Int - Outside Corner Detail - Paneling	False					
534432	ZGF Small - 1/10"	TextNote	Text Notes		True	Int - Outside Corner Detail - Paneling	False					
534433	ZGF Small - 1/10"	TextNote	Text Notes		True	Int - Outside Corner Detail - Paneling	False					
534434	ZGF Small - 1/10"	TextNote	Text Notes		True	Int - Outside Corner Detail - Paneling	False					
534435	ZGF Small - 1/10"	TextNote	Text Notes		True	Int - Outside Corner Detail - Paneling	False					
534436	Detail Lines	DetailLine	Lines		True	Int - Inside corner at acoustic wd panel	False					
534437	Detail Lines	DetailLine	Lines		True	Int - Inside corner at acoustic wd panel	False					
534438	Plan Dim	AnnotationSymbol	Generic Annotations		True	Int - Inside corner at acoustic wd panel	False					
534439	Plan Dim	AnnotationSymbol	Generic Annotations		True	Int - Inside corner at acoustic wd panel	False					
534440	Plan Dim	AnnotationSymbol	Generic Annotations		True	Int - Typical Acoustic Wood Panel Head	False					
534441	Plan Dim	AnnotationSymbol	Generic Annotations		True	Int - Acoustical Horiz Wood Panel-to-panel Reveal Joint	False					
534442	Dim Pt.	AnnotationSymbol	Generic Annotations		True	Int - Acoustical Vertical Wood Panel-to-panel Joint	False					
534443	Plan Dim	AnnotationSymbol	Generic Annotations		True	Int - Acoustical Vertical Wood Panel-to-panel Joint	False					
534444	Plan Dim	AnnotationSymbol	Generic Annotations		True	Int - Acoustical Wood Panel-to-panel Joint	False					
534445	Plan Dim	AnnotationSymbol	Generic Annotations		True	Int - Base at Acoustical Wood Panels	False					
534446	Detail Lines	DetailLine	Lines		True	Int - Acoustical Horiz Wood Panel-to-panel Reveal Joint	False					
534447	Detail Lines	DetailLine	Lines		True	Int - Acoustical Horiz Wood Panel-to-panel Reveal Joint	False					
534448	Detail Lines	DetailLine	Lines		True	Int - Acoustical Horiz Wood Panel-to-panel Reveal Joint	False					
534449	Detail Lines	DetailLine	Lines		True	Int - Acoustical Horiz Wood Panel-to-panel Reveal Joint	False					
534450	Detail Lines	DetailLine	Lines		True	Int - Acoustical Horiz Wood Panel-to-panel Reveal Joint	False					
534451	Plan Dim	AnnotationSymbol	Generic Annotations		True	Int - Acoustical Horiz Wood Panel-to-panel Reveal Joint	False					
534452	Acoustical Paneling Grooves	DetailLine	Detail Items		True	Int - Acoustical Horiz Wood Panel-to-panel Reveal Joint	False					
534453	Acoustical Paneling Grooves	DetailLine	Detail Items		True	Int - Acoustical Horiz Wood Panel-to-panel Reveal Joint	False					
534454	Acoustical Paneling Grooves	DetailLine	Detail Items		True	Int - Acoustical Vertical Wood Panel-to-panel Joint	False					
534455	Acoustical Paneling Grooves	DetailLine	Detail Items		True	Int - Acoustical Vertical Wood Panel-to-panel Joint	False					
534456	3/4"	FamilyInstance	Detail Items		True	Int - Acoustical Wood Panel-to-panel Joint	False					
534457	3/4"	FamilyInstance	Detail Items		True	Int - Acoustical Wood Panel-to-panel Joint	False					
534458	Acoustical Paneling Grooves	DetailLine	Detail Items		True	Int - Acoustical Wood Panel-to-panel Joint	False					
534459	Acoustical Paneling Grooves	DetailLine	Detail Items		True	Int - Acoustical Wood Panel-to-panel Joint	False					
534460	Break Line Single	FamilyInstance	Detail Items		True	Int - Acoustical Wood Panel-to-panel Joint	False					
534461	3/4"	FamilyInstance	Detail Items		True	Int - Base at Acoustical Wood Panels	False					
534462	Acoustical Paneling Grooves	DetailLine	Detail Items		True	Int - Base at Acoustical Wood Panels	False					
534464	Detail Lines	DetailLine	Lines		True	Int - Typical Acoustic Wood Panel Head	False					
534465	Dim Pt.	AnnotationSymbol	Generic Annotations		True	Int - Typical Acoustic Wood Panel Head	False					
541463	Int - Inside corner at acoustic wd panel	Element	Work Plane Grid		True	Int - Inside corner at acoustic wd panel	False					
541464	Int - Acoustical Wood Panel-to-panel Joint	Element	Work Plane Grid		True	Int - Acoustical Wood Panel-to-panel Joint	False					
541465	Int - Wood Base	Element	Work Plane Grid		True	Int - Wood Base	False					
541466	Int - Acoustical Vertical Wood Panel-to-panel Joint	Element	Work Plane Grid		True	Int - Acoustical Vertical Wood Panel-to-panel Joint	False					
541467	Int - Base at Acoustical Wood Panels	Element	Work Plane Grid		True	Int - Base at Acoustical Wood Panels	False					
541468	Int - Acoustical Horiz Wood Panel-to-panel Reveal Joint	Element	Work Plane Grid		True	Int - Acoustical Horiz Wood Panel-to-panel Reveal Joint	False					
541469	Int - Typical Acoustic Wood Panel Head	Element	Work Plane Grid		True	Int - Typical Acoustic Wood Panel Head	False					
541470	Int - Jamb at Paneled Recess	Element	Work Plane Grid		True	Int - Jamb at Paneled Recess	False					
541471	Int - Head at Paneled Recess	Element	Work Plane Grid		True	Int - Head at Paneled Recess	False					
541472	Int - Outside Corner Detail - Paneling	Element	Work Plane Grid		True	Int - Outside Corner Detail - Paneling	False					
541861	DETAILS - INTERIOR	ViewSheet	Sheets		False		False					
541865	Standard	FamilyInstance	Title Blocks		True	DETAILS - INTERIOR	False					
541873	Details	Element	Guide Grid		False		False					
541881	Title w Line	Viewport	Viewports		True	DETAILS - INTERIOR	False					
541882	Title w Line	Viewport	Viewports		True	DETAILS - INTERIOR	False					
541884	Title w Line	Viewport	Viewports		True	DETAILS - INTERIOR	False					
541885	Title w Line	Viewport	Viewports		True	DETAILS - INTERIOR	False					
541886	Title w Line	Viewport	Viewports		True	DETAILS - INTERIOR	False					
541888	Title w Line	Viewport	Viewports		True	DETAILS - INTERIOR	False					
541953	Blocking - Adjustable	FamilyInstance	Detail Items		True	Int - Inside corner at acoustic wd panel	False					
542471	Acoustical Paneling Grooves	DetailLine	Detail Items		True	Int - Typical Acoustic Wood Panel Head	False					
545767	Glass - Frosted	Material	Materials		False		False					
545768	Glass - Opaque Resin Panel	Material	Materials		False		False					
